ZMH,108 Mile Ranch Airport;108 Mile Ranch#Canada!North America
LHI,Lereh Airport;Lereh#Indonesia!Asia
LRB,Leribe Airport;Leribe#Lesotho!Africa
LRS,Leros Airport;Leros#Greece!Europe
CYA,Les Cayes Airport;Les Cayes#Haiti!Caribbean
LSO,Talmont Airport;Les Sables#France!Europe
LNG,Lese Airport;Lese#Papua New Guinea!Asia
LDG,Leshukonskoye Airport;Leshukonskoye#Russian Federation!Europe
LES,Lesobeng Airport;Lesobeng#Lesotho!Africa
YQL,Lethbridge Airport;Lethbridge#Canada!North America
LTM,Lethem Airport;Lethem#Guyana!South America
LET,Gen. A.V. Cobo Airport;Leticia#Colombia!South America
LTR,Letterkenny Airport;Letterkenny#Ireland!Europe
KLL,Levelock Airport;Levelock#United States!North America
LWB,Greenbrier Valley Airport;Lewisburg#United States!North America
LWS,Lewiston-Nez Perce County Regional Airport;Lewiston#United States!North America
LWT,Lewistown Municipal Airport;Lewistown#United States!North America
LWE,Wunopito Airport;Lewoleba#Indonesia!Asia
LEX,Blue Grass Airport;Lexington#United States!North America
LXN,Lexington Airport;Lexington#United States!North America
LXA,Lhasa Gonggar Airport;Lhasa#China!Asia
LSX,Lhok Sukon Airport;Lhok Sukon#Indonesia!Asia
LSW,Lhoksumawe Airport;Lhoksumawe#Indonesia!Asia
LIA,Liangping Airport;Liangping#China!Asia
LYG,Lianyungang Airport;Lianyungang#China!Asia
LIE,Libenge Airport;Libenge#The Democratic Republic of The Congo!Africa
LBL,Liberal Municipal Airport;Liberal#United States!North America
LIR,Liberia Airport;Liberia#Costa Rica!Central America
LLB,Libo County Libo City Airport;Libo City#China!Asia
LBK,Liboi Airport;Liboi#Kenya!Africa
LBV,Libreville Airport;Libreville#Gabon!Africa
VXC,Lichinga Airport;Lichinga#Mozambique!Africa
LDK,Hovby Airport;Lidkoping#Sweden!Europe
LGG,Liege Airport;Liege#Belgium!Europe
LPX,Liepaya Airport;Liepaya#Latvia!Europe
LIF,Lifou Airport;Lifou#New Caledonia!Oceania
LHG,Lightning Ridge Airport;Lightning Ridge#Australia!Oceania
LNV,Lihir Island Airport;Lihir Island#Papua New Guinea!Asia
LJG,Lijiang Airport;Lijiang#China!Asia
LIK,Likiep Airport;Likiep#Marshall Islands!Oceania
LIX,Likoma Airport;Likoma Island#Malawi!Africa
IXI,Lilabari Airport;Lilabari#India!Asia
LIL,Lille Airport;Lille#France!Europe
LLW,Lilongwe International Airport;Lilongwe#Malawi!Africa
LIM,J Chavez International Airport;Lima#Peru!South America
AOH,Allen County Airport;Lima#United States!North America
LMR,Lima Acres Airport;Lima Acres#South Africa!Africa
LMN,Limbang Airport;Limbang#Malaysia!Asia
VCC,Limbe Airport;Limbe#Cameroon!Africa
LIB,Limbunya Airport;Limbunya#Australia!Oceania
LVD,Lime Village Airport;Lime Village#United States!North America
LIZ,Loring Air Force Base;Limestone#United States!North America
LXS,Limnos Airport;Limnos#Greece!Europe
LIG,Bellegarde Airport;Limoges#France!Europe
LMH,Limon Airport;Limon#Honduras!Central America
LIC,Limon Municipal Airport;Limon#United States!North America
LIO,Limon International Airport;Limon#Costa Rica!Central America
ZLR,Linares;Linares#Chile!South America
LNJ,Lincang Airport;Lincang#China!Asia
LNK,Lincoln Airport;Lincoln#United States!North America
LLP,Linda Downs Airport;Linda Downs#Australia!Oceania
LDC,Lindeman Island Airport;Lindeman Island#Australia!Oceania
LDJ,Linden Airport;Linden#United States!North America
LDI,Kikwetu Airport;Lindi#United Republic of Tanzania!Africa
LGN,Linga Linga Airport;Linga Linga#Papua New Guinea!Asia
LPI,Linkoping City Airport;Linkoping#Sweden!Europe
LIU,Linosa Heliport;Linosa#Italy!Europe
LIP,Lins Airport;Lins#Brazil!South America
LXI,Linxi Airport;Linxi#China!Asia
LYI,Linyi Airport;Linyi#China!Asia
LNZ,Linz Airport;Linz#Austria!Europe
LPK,Lipetsk Airport;Lipetsk#Russian Federation!Europe
HZH,Liping Airport;Liping#China!Asia
LIQ,Lisala Airport;Lisala#The Democratic Republic of The Congo!Africa
LIS,Lisbon Portela Airport;Lisbon#Portugal!Europe
LHN,Lishan Airport;Lishan#Republic of China Taiwan!Asia
LSY,Lismore Airport;Lismore#Australia!Oceania
LLL,Lissadell Airport;Lissadell#Australia!Oceania
LYB,Little Cayman Airport;Little Cayman#Cayman Islands!Caribbean
ZGR,Little Grand Rapids Airport;Little Grand Rapids#Canada!North America
WLN,Little Naukati Airport;Little Naukati#United States!North America
LPW,Little Port Walter Airport;Little Port Walter#United States!North America
LIT,Bill and Hillary Clinton National Airport;Little Rock#United States!North America
LZH,Liuzhou Airport;Liuzhou#China!Asia
LIV,Livengood Airport;Livengood#United States!North America
LVK,Livermore Airport;Livermore#United States!North America
LPL,Liverpool John Lennon Airport;Liverpool#United Kingdom!Europe
LVM,Mission Field;Livingston#United States!North America
LVI,Livingstone Airport;Livingstone#Zambia!Africa
LVB,Dos Galpoes Airport;Livramento#Brazil!South America
LZR,Lizard Island Airport;Lizard Island#Australia!Oceania
LJU,Ljubljana Joze Pucnik Airport;Ljubljana#Slovenia!Europe
YLL,Lloydminster Airport;Lloydminster#Canada!North America
LNQ,Loani Airport;Loani#Papua New Guinea!Asia
LOQ,Lobatse Airport;Lobatse#Botswana!Africa
LPH,Lochgilphead Heliport;Lochgilphead#United Kingdom!Europe
LOC,Lock Airport;Lock#Australia!Oceania
LHV,W T Piper Memorial Airport;Lock Haven#United States!North America
IRG,Lockhart River Airport;Lockhart River#Australia!Oceania
LOT,Lewis Lockport Airport;Lockport#United States!North America
LDR,Lodar Airport;Lodar#Republic of Yemen!Middle East
LJA,Lodja Airport;Lodja#The Democratic Republic of The Congo!Africa
LOK,Lodwar Airport;Lodwar#Kenya!Africa
LCJ,Lodz Lublinek Airport;Lodz#Poland!Europe
LOE,Loei Airport;Loei#Thailand!Asia
LOF,Loen Airport;Loen#Marshall Islands!Oceania
LGU,Cache Airport;Logan#United States!North America
RJL,Agoncillo Airport;Logrono#Spain and Canary Islands!Europe
LIW,Loikaw Airport;Loikaw#Myanmar!Asia
LOH,Loja Airport;Loja#Ecuador!South America
LKG,Lokichogio Airport;Lokichogio#Kenya!Africa
LFW,Lome Airport;Lome#Togo!Africa
LPC,Lompoc Airport;Lompoc#United States!North America
VBG,Vandenburg Air Force Base;Lompoc#United States!North America
LCP,Loncopue Airport;Loncopue#Argentina!South America
LDZ,Londolozi Airport;Londolozi#South Africa!Africa
LHR,London Heathrow Airport;London#United Kingdom!Europe
LTN,London Luton Airport;London#United Kingdom!Europe
LGW,London Gatwick Airport;London#United Kingdom!Europe
BQH,Biggin Hill Airport;London#United Kingdom!Europe
LOZ,Corbin-London Airport;London#United States!North America
LCY,London City Airport;London#United Kingdom!Europe
YXU,London International Airport;London#Canada!North America
STN,Stansted Airport;London#United Kingdom!Europe
LDB,Londrina Airport;Londrina#Brazil!South America
LNR,Tri County Regional Airport;Lone Rock#United States!North America
LNI,Dew Station Airport;Lonely#United States!North America
LKH,Long Akah Airport;Long Akah#Malaysia!Asia
LPU,Long Apung Airport;Long Apung#Indonesia!Asia
LBP,Long Banga Airfield;Long Banga#Malaysia!Asia
LBW,Long Bawan Airport;Long Bawan#Indonesia!Asia
JLB,Long Beach Heliport;Long Beach#United States!North America
LGB,Long Beach Airport;Long Beach#United States!North America
HAP,Long Island Seaplane Base;Long Island#Australia!Oceania
LIJ,Long Island Airport;Long Island#United States!North America
LSJ,Long Island Airport;Long Island#Papua New Guinea!Asia
LLM,Long Lama Airport;Long Lama#Malaysia!Asia
LGL,Long Lellang Airport;Long Lellang#Malaysia!Asia
GSA,Long Pasia Airport;Long Pasia#Malaysia!Asia
LSM,Lawas Airport;Long Semado#Malaysia!Asia
ODN,Long Seridan Airport;Long Seridan#Malaysia!Asia
LSU,Long Sukang Airport;Long Sukang#Malaysia!Asia
XLO,Long Xuyen Airport;Long Xuyen#Viet Nam!Asia
LOD,Longana Airport;Longana#Vanuatu!Oceania
LRE,Longreach Airport;Longreach#Australia!Oceania
GGG,Gregg County Airport;Longview#United States!North America
LOG,Longview Airport;Longview#United States!North America
LCX,Liancheng Airport;Longyan#China!Asia
LYR,Svalbard Airport;Longyearbyen#Svalbard & Jan Mayen Island!Europe
LNE,Lonorore Airport;Lonorore#Vanuatu!Oceania
LOI,Helmuth Baungartem Airport;Lontras#Brazil!South America
KKM,Sa Pran Nak Airport;Lop Buri#Thailand!Asia
LMX,Lopez De Micay Airport;Lopez De Micay#Colombia!South America
LPS,Lopez Island Airport;Lopez Island#United States!North America
LRG,Lora Lai Airport;Lora Lai#Pakistan!Asia
LDH,Lord Howe Island Airport;Lord Howe Island#Australia!Oceania
LSB,Lordsburg Airport;Lordsburg#United States!North America
LTO,Loreto Airport;Loreto#Mexico!North America
LRI,Lorica Airport;Lorica#Colombia!South America
LRT,Lann Bihoue Airport;Lorient#France!Europe
WLR,Loring Airport;Loring#United States!North America
LOA,Lorraine Airport;Lorraine#Australia!Oceania
LAM,Los Alamos Airport;Los Alamos#United States!North America
LOB,Los Andes Airport;Los Andes#Chile!South America
LAX,Los Angeles International Airport;Los Angeles#United States!North America
JSN,Sherman Oaks Heliport;Los Angeles#United States!North America
JWC,Warner Center Business Plaza Heliport;Los Angeles#United States!North America
JBP,Commerce Bus. Plaza Heliport;Los Angeles#United States!North America
LSQ,Los Angeles Airport;Los Angeles#Chile!South America
CCD,Century City Airport;Los Angeles#United States!North America
JID,City of Industry Heliport;Los Angeles#United States!North America
JLX,Union Station Heliport;Los Angeles#United States!North America
VNY,Van Nuys Airport;Los Angeles#United States!North America
JUC,Universal City Heliport;Los Angeles#United States!North America
WHP,Whiteman Airport;Los Angeles#United States!North America
LSN,Los Banos Airport;Los Banos#United States!North America
LSL,Los Chiles Airport;Los Chiles#Costa Rica!Central America
LMD,Los Menucos Airport;Los Menucos#Argentina!South America
LMM,Federal Airport;Los Mochis#Mexico!North America
LRV,Los Roques Airport;Los Roques#Venezuela!South America
LMO,Royal Air Force Station;Lossiemouth#United Kingdom!Europe
LHB,Lost Harbor Sea Port;Lost Harbor#United States!North America
LSR,Lost River Airport;Lost River#United States!North America
LSA,Losuia Airport;Losuia#Papua New Guinea!Asia
LTV,Lotusvale Airport;Lotusvale#Australia!Oceania
LCD,Louis Trichardt Airport;Louis Trichardt#South Africa!Africa
LOW,Louisa Airport;Louisa#United States!North America
LFN,Triangle North Executive Airport;Louisburg#United States!North America
SDF,Louisville International Airport;Louisville#United States!North America
LJC,Intercontinental Airport;Louisville#United States!North America
LMS,Winston County Airport;Louisville#United States!North America
LOU,Bowman Field;Louisville#United States!North America
LDE,Tarbes Ossun Lourdes Airport;Lourdes#France!Europe
LOL,Derby Field;Lovelock#United States!North America
LWI,Lowai Airport;Lowai#Papua New Guinea!Asia
RYL,Royal Airstrip;Lower Zambezi National Park#Zambia!Africa
LOY,Loyangalani Airport;Loyangalani#Kenya!Africa
LBM,Luabo Airport;Luabo#Mozambique!Africa
LAD,Quatro de Fevereiro Airport;Luanda#Angola!Africa
LXG,Luang Namtha Airport;Luang Namtha#Lao People's Democratic Republic!Asia
LPQ,Luang Prabang International Airport;Luang Prabang#Lao People's Democratic Republic!Asia
UAL,Luau Airport;Luau#Angola!Africa
LBX,Lubang Airport;Lubang#Philippines!Asia
SDD,Lubango Airport;Lubango#Angola!Africa
LBB,Lubbock Preston Smith International Airport;Lubbock#United States!North America
REE,Reese Air Force Base;Lubbock#United States!North America
FBM,Lubumbashi International Airport;Lubumbashi#The Democratic Republic of The Congo!Africa
LCV,Lucca Airport;Lucca#Italy!Europe
LUE,Lucenec Airport;Lucenec#Slovakia!Europe
LKO,Chaudhary Charan Singh International Airport;Lucknow#India!Asia
LUD,Luderitz Airport;Luderitz#Namibia!Africa
LUH,Ludhiana Airport;Ludhiana#India!Asia
LDM,Mason Co;Ludington#United States!North America
LUO,Luena Airport;Luena#Angola!Africa
LUG,Lugano Airport;Lugano#Switzerland!Europe
LGX,Lugh Ganane Airport;Lugh Ganane#Somalia!Africa
VSG,Luhansk Airport;Luhansk#Ukraine!Europe
LZA,Luiza Airport;Luiza#The Democratic Republic of The Congo!Africa
LBZ,Lukapa Airport;Lukapa#Angola!Africa
LUA,Lukla Airport;Lukla#Nepal!Asia
LXU,Lukulu Airport;Lukulu#Zambia!Africa
LLA,Lulea Airport;Lulea#Sweden!Europe
LLV,Luliang Airport;Luliang#China!Asia
GGC,Lumbala Airport;Lumbala#Angola!Africa
LBT,Lumberton Airport;Lumberton#United States!North America
LFB,Lumbo Airport;Lumbo#Mozambique!Africa
LMI,Lumi Airport;Lumi#Papua New Guinea!Asia
LUB,Lumid Pau Airport;Lumid Pau#Guyana!South America
LYK,Lunyuk Airport;Lunyuk#Indonesia!Asia
LYA,Luoyang Beijiao Airport;Luoyang#China!Asia
LZI,Luozi Airport;Luozi#The Democratic Republic of The Congo!Africa
YWO,Lupin Airport;Lupin#Canada!North America
LUN,Kenneth Kaunda International Airport;Lusaka#Zambia!Africa
LBO,Lusambo Airport;Lusambo#The Democratic Republic of The Congo!Africa
LUS,Lusanga Airport;Lusanga#The Democratic Republic of The Congo!Africa
LUJ,Lusikisiki Airport;Lusikisiki#South Africa!Africa
LSK,Lusk Municipal;Lusk#United States!North America
YSG,Lutselke Airport;Lutselke/Snowdrift#Canada!North America
UCK,Lutsk Airport;Lutsk#Ukraine!Europe
LUW,Bubung Airport;Luwuk#Indonesia!Asia
LUX,Luxembourg Airport;Luxembourg#Luxembourg!Europe
LXR,Luxor International Airport;Luxor#Egypt!Middle East
LZM,Luzamba Airport;Luzamba#Angola!Africa
LZO,Luzhou Lantian Airport;Luzhou#China!Asia
NCP,Cubi Pt Naval Air Station;Luzon Island#Philippines!Asia
CRK,Clark International Airport;Luzon Island#Philippines!Asia
LWO,Lviv International Airport;Lviv#Ukraine!Europe
LWA,Lwbak Airport;Lwbak#Philippines!Asia
YAJ,Lyall Harbour Seaplane Base;Lyall Harbour#Canada!North America
LYC,Lycksele Airport;Lycksele#Sweden!Europe
LYX,Lydd International Airport;Lydd#United Kingdom!Europe
LYH,Preston-Glenn Field;Lynchburg#United States!North America
LTP,Lyndhurst Airport;Lyndhurst#Australia!Oceania
LLX,Lyndonville Airport;Lyndonville#United States!North America
LYE,Royal Air Force Station;Lyneham#United Kingdom!Europe
YYL,Lynn Lake Airport;Lynn Lake#Canada!North America
LYN,Bron Airport;Lyon#France!Europe
LYS,Lyon Saint-Exupery International Airport;Lyon#France!Europe
LYO,Rice County Municipal Airport;Lyons#United States!North America
MPQ,Maan Airport;Maan#Jordan!Middle East
MST,Maastricht Aachen Airport;Maastricht#Netherlands!Europe
USI,Mabaruma Airport;Mabaruma#Guyana!South America
UBB,Mabuiag Island Airport;Mabuiag Island#Australia!Oceania
MEA,Macae Airport;Macae#Brazil!South America
NAD,Macanal Airport;Macanal#Colombia!South America
MCP,Macapa International Airport;Macapa#Brazil!South America
MRR,Macara Airport;Macara#Ecuador!South America
XMS,Macas Airport;Macas#Ecuador!South America
MFM,Macau International Airport;Macau#Macao!Asia
MNW,Macdonald Downs Airport;Macdonald Downs#Australia!Oceania
MCZ,Maceio-Zumbi dos Palmares International Airport;Maceio#Brazil!South America
MCA,Macenta Airport;Macenta#Guinea!Africa
MCH,Machala Airport;Machala#Ecuador!South America
GQJ,Machrihanish Airport;Machrihanish#United Kingdom!Europe
MFT,Machu Picchu Airport;Machu Picchu#Peru!South America
MKY,Mackay Airport;Mackay#Australia!Oceania
MCD,Mackinac Island Airport;Mackinac Island#United States!North America
MVH,Macksville Airport;Macksville#Australia!Oceania
XMP,Macmillan Pass Airport;Macmillan Pass#Canada!North America
MQB,Macomb Municipal Airport;Macomb#United States!North America
MCN,Middle Georgia Regional Airport;Macon#United States!North America
WRB,Robins Air Force Base;Macon#United States!North America
MAC,Smart Airport;Macon#United States!North America
MAG,Madang Airport;Madang#Papua New Guinea!Asia
MAE,Madera Airport;Madera#United States!North America
MED,Prince Mohammad Bin Abdulaziz International Airport;Madinah#Saudi Arabia!Middle East
WMV,Madirovalo Airport;Madirovalo#Madagascar!Africa
MSN,Dane County Regional Airport;Madison#United States!North America
DXE,Bruce Campbell Field;Madison#United States!North America
MDN,Jefferson Proving Ground;Madison#United States!North America
MPE,Madison Airport;Madison#United States!North America
XMD,Madison Airport;Madison#United States!North America
MDJ,Madras City-County Airport;Madras#United States!North America
TOJ,Torrejon Air Force Base;Madrid#Spain and Canary Islands!Europe
MAD,Adolfo Suarez Madrid-Barajas Airport;Madrid#Spain and Canary Islands!Europe
IXM,Madurai Airport;Madurai#India!Asia
HGN,Mae Hong Son Airport;Mae Hong Son#Thailand!Asia
MAQ,Mae Sot Airport;Mae Sot#Thailand!Asia
MWF,Maewo Airport;Maewo#Vanuatu!Oceania
MFC,Mafeteng Airport;Mafeteng#Lesotho!Africa
MFA,Mafia Airport;Mafia#United Republic of Tanzania!Africa
QMF,Mafra;Mafra#Brazil!South America
OMF,King Hussein Airport;Mafraq#Jordan!Middle East
GDX,Magadan Airport;Magadan#Russian Federation!Europe
GYG,Magan Airport;Magan#Russian Federation!Europe
MGN,Baracoa Airport;Magangue#Colombia!South America
MFW,Magaruque Airport;Magaruque#Mozambique!Africa
GDG,Magdagachi Airport;Magdagachi#Russian Federation!Europe
MGD,Magdalena Airport;Magdalena#Bolivia!South America
MQF,Magnitogorsk Airport;Magnitogorsk#Russian Federation!Europe
AGO,Magnolia Municipal Airport;Magnolia#United States!North America
MWQ,Magwe Airport;Magwe#Myanmar!Asia
VVB,Mahanoro Airport;Mahanoro#Madagascar!Africa
MHA,Mahdia Airport;Mahdia#Guyana!South America
SEZ,Seychelles International Airport;Mahe Island#Seychelles!Africa
XMG,Mahendranagar Airport;Mahendranagar#Nepal!Asia
MJW,Mahenye Airfield;Mahenye#Zimbabwe!Africa
MNK,Maiana Airport;Maiana#Kiribati!Oceania
MCJ,Maicao Airport;Maicao#Colombia!South America
MIU,Maiduguri International Airport;Maiduguri#Nigeria!Africa
VEG,Maikwak Airport;Maikwak#Guyana!South America
MMZ,Maimana Airport;Maimana#Afghanistan!Asia
YDK,Main Duck Island Airport;Main Duck Island#Canada!North America
MIZ,Mainoru Airport;Mainoru#Australia!Oceania
MXT,Maintirano Airport;Maintirano#Madagascar!Africa
MMO,Vila Do Maio Airport;Maio#Cape Verde!Africa
MTL,Maitland Airport;Maitland#Australia!Oceania
MJE,Majkin Airport;Majkin#Marshall Islands!Oceania
MJH,Majma Airport;Majma#Saudi Arabia!Middle East
MJN,Amborovy Airport;Majunga#Madagascar!Africa
MAJ,Amata Kabua International Airport;Majuro#Marshall Islands!Oceania
KMK,Makabana Airport;Makabana#Congo!Africa
MQX,Makale Airport;Makale#Ethiopia!Africa
MKP,Makemo Airport;Makemo#French Polynesia!Oceania
MCX,Makhachkala Airport;Makhachkala#Russian Federation!Europe
MTK,Makin Island Airport;Makin Island#Kiribati!Oceania
MPG,Makini Airport;Makini#Papua New Guinea!Asia
YMN,Makkovik Airport;Makkovik#Canada!North America
MKU,Makokou Airport;Makokou#Gabon!Africa
MKJ,Makoua Airport;Makoua#Congo!Africa
MZG,Magong Airport;Makung#Republic of China Taiwan!Asia
MDI,Makurdi Airport;Makurdi#Nigeria!Africa
AAM,Mala Mala Airport;Mala Mala#South Africa!Africa
MLP,Malabang Airport;Malabang#Philippines!Asia
SSG,Malabo Airport;Malabo#Equatorial Guinea!Africa
MKZ,Malacca International Airport;Malacca#Malaysia!Asia
MLD,Malad City Airport;Malad City#United States!North America
AGP,Malaga Airport;Malaga#Spain and Canary Islands!Europe
WML,Malaimbandy Airport;Malaimbandy#Madagascar!Africa
MAK,Malakal Airport;Malakal#South Sudan!Africa
MLQ,Malalaua Airport;Malalaua#Papua New Guinea!Asia
MQO,Malam Airport;Malam#Papua New Guinea!Asia
MLG,Abdul Rachman Saleh Airport;Malang#Indonesia!Asia
MEG,Malange Airport;Malange#Angola!Africa
LGS,Malargue Airport;Malargue#Argentina!South America
MLX,Malatya Airport;Malatya#Turkey!Europe
LDA,Malda Airport;Malda#India!Asia
MAW,Malden Airport;Malden#United States!North America
MLE,Male International Airport;Male#Maldives!Asia
MKN,Malekolon Airport;Malekolon#Papua New Guinea!Asia
LLE,Malelane Airport;Malelane#South Africa!Africa
LSZ,Losinj Airport;Mali Losinj#Croatia!Europe
MPT,Maliana Airport;Maliana#Indonesia!Asia
MYD,Malindi Airport;Malindi#Kenya!Africa
XMC,Mallacoota Airport;Mallacoota#Australia!Oceania
MMX,Malmo Airport;Malmo#Sweden!Europe
JMM,Malmo Harbour Heliport;Malmo#Sweden!Europe
MAV,Maloelap Airport;Maloelap#Marshall Islands!Oceania
PTF,Malololailai Airport;Malololailai#Fiji!Oceania
QFQ,Maloy Harbour;Maloy#Norway!Europe
MLA,Malta International Airport;Malta#Malta!Europe
